Food Name,Portion Size,Calories (kcal)
"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, flour",N/A,1020
"Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted",N/A,797
"Chicken, broilers or fryers, drumstick, meat and skin, cooked, stewed",N/A,854
"Chicken, broilers or fryers, drumstick, meat and skin, raw",N/A,161
"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",N/A,652
"Chicken, broilers or fryers, drumstick, meat only, cooked, fried",N/A,816
"Chicken, broilers or fryers, drumstick, meat only, cooked, stewed",N/A,707
"Chicken, broilers or fryers, drumstick, rotisserie, original seasoning, meat only, cooked",N/A,176
"Chicken, broilers or fryers, giblets, cooked, fried",N/A,1160
"Chicken, broilers or fryers, giblets, cooked, simmered",N/A,655
"Chicken, broilers or fryers, giblets, raw",N/A,519
"Chicken, broilers or fryers, leg, meat and skin, cooked, fried, batter",N/A,1140
"Chicken, broilers or fryers, leg, meat and skin, cooked, fried, flour",N/A,1060
"Chicken, broilers or fryers, leg, meat and skin, cooked, roasted",N/A,184
"Chicken, broilers or fryers, leg, meat and skin, cooked, stewed",N/A,920
"Chicken, broilers or fryers, leg, meat and skin, raw",N/A,897
"Chicken, broilers or fryers, leg, meat only, cooked, fried",N/A,870
"Chicken, broilers or fryers, leg, meat only, cooked, roasted",N/A,174
"Chicken, broilers or fryers, leg, meat only, cooked, stewed",N/A,774
"Chicken, broilers or fryers, leg, meat only, raw",N/A,501
"Chicken, broilers or fryers, light meat, meat and skin, cooked, fried, batter",N/A,1160
"Chicken, broilers or fryers, light meat, meat and skin, cooked, fried, flour",N/A,1030
"Chicken, broilers or fryers, light meat, meat and skin, cooked, roasted",N/A,929
"Chicken, broilers or fryers, light meat, meat and skin, cooked, stewed",N/A,841
"Chicken, broilers or fryers, light meat, meat and skin, raw",N/A,778
"Chicken, broilers or fryers, light meat, meat only, cooked, fried",N/A,803
"Chicken, broilers or fryers, light meat, meat only, cooked, roasted",N/A,724
"Chicken, broilers or fryers, light meat, meat only, cooked, stewed",N/A,665
"Chicken, broilers or fryers, light meat, meat only, raw",N/A,477
"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, batter",N/A,1220
"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, flour",N/A,1140
"Chicken, broilers or fryers, meat and skin and giblets and neck, roasted",N/A,979
"Chicken, broilers or fryers, meat and skin and giblets and neck, stewed",N/A,904
"Chicken, broilers or fryers, meat and skin, cooked, fried, batter",N/A,1210
"Chicken, broilers or fryers, meat and skin, cooked, fried, flour",N/A,1120
"Chicken, broilers or fryers, meat and skin, cooked, roasted",N/A,1000
"Chicken, broilers or fryers, meat and skin, cooked, stewed",N/A,916
"Chicken, broilers or fryers, meat and skin, raw",N/A,215
"Chicken, broilers or fryers, meat only, cooked, fried",N/A,916
"Chicken, broilers or fryers, meat only, cooked, roasted",N/A,795
"Chicken, broilers or fryers, meat only, cooked, stewed",N/A,741
"Chicken, broilers or fryers, meat only, raw",N/A,498
"Chicken, broilers or fryers, neck, meat and skin, cooked simmered",N/A,1030
"Chicken, broilers or fryers, neck, meat and skin, cooked, fried, batter",N/A,1380
"Chicken, broilers or fryers, neck, meat and skin, cooked, fried, flour",N/A,1390
"Chicken, broilers or fryers, neck, meat and skin, raw",N/A,1240
"Chicken, broilers or fryers, neck, meat only, cooked, fried",N/A,958
"Chicken, broilers or fryers, neck, meat only, cooked, simmered",N/A,749
"Chicken, broilers or fryers, neck, meat only, raw",N/A,644
"Chicken, broilers or fryers, rotisserie, original seasoning, back, meat and skin, cooked",N/A,260
"Chicken, broilers or fryers, rotisserie, original seasoning, back, meat only, cooked",N/A,205
"Chicken, broilers or fryers, rotisserie, original seasoning, breast, meat and skin, cooked",N/A,768
"Chicken, broilers or fryers, rotisserie, original seasoning, breast, meat only, cooked",N/A,137
"Chicken, broilers or fryers, rotisserie, original seasoning, skin only, cooked",N/A,406
"Chicken, broilers or fryers, rotisserie, original seasoning, thigh, meat and skin, cooked",N/A,975
"Chicken, broilers or fryers, rotisserie, original seasoning, thigh, meat only, cooked",N/A,196
"Chicken, broilers or fryers, rotisserie, original seasoning, wing, meat and skin, cooked",N/A,266
"Chicken, broilers or fryers, rotisserie, original seasoning, wing, meat only, cooked",N/A,822
"Chicken, broilers or fryers, separable fat, raw",N/A,2630
"Chicken, broilers or fryers, skin only, cooked, fried, batter",N/A,1650
"Chicken, broilers or fryers, skin only, cooked, fried, flour",N/A,2100
"Chicken, broilers or fryers, skin only, cooked, roasted",N/A,1900
"Chicken, broilers or fryers, skin only, cooked, stewed",N/A,1520
"Chicken, broilers or fryers, skin only, raw",N/A,349
"Chicken, broilers or fryers, thigh, meat and skin, cooked, fried, batter",N/A,1160
"Chicken, broilers or fryers, thigh, meat and skin, cooked, fried, flour",N/A,1100
"Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted",N/A,971
"Chicken, broilers or fryers, thigh, meat and skin, cooked, stewed",N/A,971
"Chicken, broilers or fryers, thigh, meat and skin, raw",N/A,221
"Chicken, broilers or fryers, thigh, meat only, cooked, fried",N/A,912
"Chicken, broilers or fryers, thigh, meat only, cooked, roasted",N/A,750
"Chicken, broilers or fryers, thigh, meat only, cooked, stewed",N/A,816
"Chicken, broilers or fryers, wing, meat and skin, cooked, fried, batter",N/A,1360
"Chicken, broilers or fryers, wing, meat and skin, cooked, fried, flour",N/A,1340
"Chicken, broilers or fryers, wing, meat and skin, cooked, roasted",N/A,254
"Chicken, broilers or fryers, wing, meat and skin, cooked, stewed",N/A,1040
"Chicken, broilers or fryers, wing, meat and skin, raw",N/A,798
"Chicken, broilers or fryers, wing, meat only, cooked, fried",N/A,883
"Chicken, broilers or fryers, wing, meat only, cooked, roasted",N/A,849
"Chicken, broilers or fryers, wing, meat only, cooked, stewed",N/A,757
"Chicken, broilers or fryers, wing, meat only, raw",N/A,527
"Chicken, canned, meat only",N/A,185
"Chicken, canned, meat only, with broth",N/A,690
"Chicken, canned, no broth",N/A,185
"Chicken, capons, giblets, cooked, simmered",N/A,686
"Chicken, capons, giblets, raw",N/A,544
"Chicken, capons, meat and skin and giblets and neck, cooked, roasted",N/A,946
"Chicken, capons, meat and skin and giblets and neck, raw",N/A,971
"Chicken, capons, meat and skin, cooked, roasted",N/A,958
"Chicken, capons, meat and skin, raw",N/A,979
"Chicken, chicken roll, roasted",N/A,164
"Chicken, cornish game hens, meat and skin, cooked, roasted",N/A,259
"Chicken, cornish game hens, meat and skin, raw",N/A,837
"Chicken, cornish game hens, meat only, cooked, roasted",N/A,561
"Chicken, cornish game hens, meat only, raw",N/A,485
"Chicken, dark meat, drumstick, meat and skin, with added solution, cooked, braised",N/A,766
"Chicken, dark meat, drumstick, meat and skin, with added solution, cooked, roasted",N/A,754
"Chicken, dark meat, drumstick, meat and skin, with added solution, raw",N/A,146
"Chicken, dark meat, drumstick, meat only, with added solution, cooked, braised",N/A,149
"Chicken, dark meat, drumstick, meat only, with added solution, cooked, roasted",N/A,613
"Chicken, dark meat, drumstick, meat only, with added solution, raw",N/A,106
"Chicken, dark meat, thigh, meat and skin, with added solution, cooked, braised",N/A,215
"Chicken, dark meat, thigh, meat and skin, with added solution, cooked, roasted",N/A,896
"Chicken, dark meat, thigh, meat and skin, with added solution, raw",N/A,197
"Chicken, dark meat, thigh, meat only, with added solution, cooked, braised",N/A,685
"Chicken, dark meat, thigh, meat only, with added solution, cooked, roasted",N/A,688
"Chicken, dark meat, thigh, meat only, with added solution, raw",N/A,110
"Chicken, feet, boiled",N/A,900
"Chicken, for use with vegetables",N/A,164
"Chicken, fried, with potatoes, vegetable, dessert, frozen meal, large meat portion",N/A,201
"Chicken, fried, with potatoes, vegetable, frozen meal",N/A,157
"Chicken, gizzard, all classes, cooked, simmered",N/A,644
"Chicken, gizzard, all classes, raw",N/A,393
"Chicken, ground",N/A,201
"Chicken, ground, crumbles, cooked, pan-browned",N/A,790
"Chicken, ground, raw",N/A,143
"Chicken, ground, with additives, raw",N/A,N/A
"Chicken, heart, all classes, cooked, simmered",N/A,774
"Chicken, heart, all classes, raw",N/A,640
"Chicken, liver, all classes, cooked, pan-fried",N/A,172
"Chicken, liver, all classes, cooked, simmered",N/A,697
"Chicken, liver, all classes, raw",N/A,496
"Chicken, meatless",N/A,224
"Chicken, meatless, breaded, fried",N/A,979
"Chicken, meatless, breaded, fried",N/A,234
"Chicken, meatless, NFS",N/A,224
"Chicken, neck or ribs",N/A,245
"Chicken, NS as to part and cooking method, NS as to skin eaten",N/A,164
"Chicken, NS as to part and cooking method, skin eaten",N/A,196
"Chicken, NS as to part and cooking method, skin not eaten",N/A,164
"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten",N/A,165
"Chicken, NS as to part, baked, broiled, or roasted, skin eaten",N/A,203
"Chicken, NS as to part, baked, broiled, or roasted, skin not eaten",N/A,165
"Chicken, NS as to part, baked, coated, skin / coating eaten",N/A,251
"Chicken, NS as to part, baked, coated, skin / coating not eaten",N/A,164
"Chicken, NS as to part, fried, coated, skin / coating eaten",N/A,251
"Chicken, NS as to part, fried, coated, skin / coating not eaten",N/A,164
"Chicken, NS as to part, grilled with sauce, NS as to skin eaten",N/A,180
"Chicken, NS as to part, grilled with sauce, skin eaten",N/A,211
"Chicken, NS as to part, grilled with sauce, skin not eaten",N/A,180
"Chicken, NS as to part, grilled without sauce, NS as to skin eaten",N/A,179
"Chicken, NS as to part, grilled without sauce, skin eaten",N/A,217
"Chicken, NS as to part, grilled without sauce, skin not eaten",N/A,179
"Chicken, NS as to part, rotisserie, NS as to skin eaten",N/A,164
"Chicken, NS as to part, rotisserie, skin eaten",N/A,196
"Chicken, NS as to part, rotisserie, skin not eaten",N/A,164
"Chicken, NS as to part, sauteed, skin eaten",N/A,217
"Chicken, NS as to part, sauteed, skin not eaten",N/A,179
"Chicken, NS as to part, stewed, NS as to skin eaten",N/A,156
"Chicken, NS as to part, stewed, skin eaten",N/A,196
"Chicken, NS as to part, stewed, skin not eaten",N/A,156
"Chicken, nuggets, dark and white meat, precooked, frozen, not reheated",N/A,268
"Chicken, nuggets, white meat, precooked, frozen, not reheated",N/A,261
"Chicken, prepackaged or deli, luncheon meat",N/A,98
"Chicken, prepackaged or deli, luncheon meat, reduced sodium",N/A,98
"Chicken, roasting, dark meat, meat only, cooked, roasted",N/A,745
"Chicken, roasting, dark meat, meat only, raw",N/A,473
"Chicken, roasting, giblets, cooked, simmered",N/A,690
"Chicken, roasting, giblets, raw",N/A,531
"Chicken, roasting, light meat, meat only, cooked, roasted",N/A,640
"Chicken, roasting, light meat, meat only, raw",N/A,456
"Chicken, roasting, meat and skin and giblets and neck, cooked, roasted",N/A,920
"Chicken, roasting, meat and skin and giblets and neck, raw",N/A,891
"Chicken, roasting, meat and skin, cooked, roasted",N/A,933
"Chicken, roasting, meat only, cooked, roasted",N/A,699
"Chicken, roasting, meat only, raw",N/A,464
"Chicken, skin (drumsticks and thighs), cooked, braised",N/A,1860
"Chicken, skin (drumsticks and thighs), cooked, roasted",N/A,1930
"Chicken, skin (drumsticks and thighs), raw",N/A,440
"Chicken, skin (drumsticks and thighs), with added solution, cooked, braised",N/A,403
"Chicken, skin (drumsticks and thighs), with added solution, cooked, roasted",N/A,1760
"Chicken, skin (drumsticks and thighs), with added solution, raw",N/A,386
"Chicken, stewing, dark meat, meat only, cooked, stewed",N/A,1080
"Chicken, stewing, dark meat, meat only, raw",N/A,657
"Chicken, stewing, giblets, cooked, simmered",N/A,812
"Chicken, stewing, giblets, raw",N/A,703
"Chicken, stewing, light meat, meat only, cooked, stewed",N/A,891
"Chicken, stewing, light meat, meat only, raw",N/A,573
"Chicken, stewing, meat and skin, and giblets and neck, cooked, stewed",N/A,894
"Chicken, stewing, meat and skin, and giblets and neck, raw",N/A,1050
"Chicken, stewing, meat and skin, cooked, stewed",N/A,1190
"Chicken, stewing, meat and skin, raw",N/A,1080
"Chicken, stewing, meat only, cooked, stewed",N/A,992
"Chicken, stewing, meat only, raw",N/A,148
"Chicken, tail",N/A,454
"Chicken, thigh, boneless, skinless, raw",N/A,N/A
"Chicken, thighs, frozen, breaded, reheated",N/A,334
"Chicken, wing, frozen, glazed, barbecue flavored",N/A,211
"Chicken, wing, frozen, glazed, barbecue flavored, heated (conventional oven)",N/A,1010
"Chicken, wing, frozen, glazed, barbecue flavored, heated (microwave)",N/A,1040
Chickpea flour (besan),N/A,1620
"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed",N/A,N/A
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids",N/A,583
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water",N/A,138
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids",N/A,88
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids, low sodium",N/A,369
"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt",N/A,164
"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",N/A,686
"Chickpeas, (garbanzo beans, bengal gram), dry",N/A,N/A
"Chickpeas, from canned, fat added",N/A,197
"Chickpeas, from canned, no added fat",N/A,146
"Chickpeas, from canned, reduced sodium",N/A,197
"Chickpeas, from dried, fat added",N/A,211
"Chickpeas, from dried, no added fat",N/A,163
"Chickpeas, NFS",N/A,211
Chicory beverage,N/A,7
Chilaquiles,N/A,195
Chilchen (Red Berry Beverage) (Navajo),N/A,44
"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed",N/A,99
"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed, with iron and fiber",N/A,99
"Chiles rellenos, cheese-filled",N/A,228
"Chiles rellenos, filled with meat and cheese",N/A,230
"Chili con carne with beans, canned entree",N/A,447
"Chili hot dog sandwich, on wheat bread",N/A,215
"Chili hot dog sandwich, on wheat bun",N/A,219
"Chili hot dog sandwich, on white bread",N/A,215
"Chili hot dog sandwich, on white bun",N/A,223
"Chili hot dog, no bun",N/A,202
"Chili with beans, canned",N/A,433
"Chili with beans, microwavable bowls",N/A,100
Chili with chicken,N/A,100
Chili with chicken and beans,N/A,99
Chili with macaroni,N/A,126
Chili with meat,N/A,139
Chili with meat and beans,N/A,118
"Chili with meat, canned",N/A,106
"Chili with meat, from restaurant",N/A,160
"Chili, NFS",N/A,118
"Chili, no beans, canned entree",N/A,118
"Chili, vegetarian",N/A,119
"Chili, white",N/A,95
"Chiliburger, with or without cheese, on bun",N/A,232
"Chimichanga, chicken",N/A,304
"Chimichanga, meat",N/A,324
"Chimichanga, with beans",N/A,260
Chinese pancake,N/A,207
"Chipotle dip, light",N/A,195
"Chipotle dip, regular",N/A,426
"Chipotle dip, yogurt based",N/A,189
"Chips, rice",N/A,384
